time: 0.007254999999999789 x: 0.15966796875, y: 1.427734375, z: 1.40478515625
time: 0.03107599999999966 x: 0.16845703125, y: 1.43505859375, z: 1.42431640625
time: 0.05088500000000007 x: 0.19677734375, y: 1.45703125, z: 1.4287109375
time: 0.0665180000000003 x: 0.16943359375, y: 1.45751953125, z: 1.40869140625
time: 0.08694999999999986 x: 0.18798828125, y: 1.4599609375, z: 1.423828125
time: 0.10296000000000038 x: 0.19775390625, y: 1.4658203125, z: 1.4267578125
time: 0.12336300000000033 x: 0.1806640625, y: 1.44677734375, z: 1.40576171875
time: 0.13979600000000048 x: 0.16943359375, y: 1.44921875, z: 1.41259765625
time: 0.15871600000000008 x: 0.15673828125, y: 1.44970703125, z: 1.4169921875
time: 0.17490300000000047 x: 0.1728515625, y: 1.423828125, z: 1.421875
time: 0.19405599999999978 x: 0.17626953125, y: 1.43505859375, z: 1.4091796875
time: 0.21049900000000044 x: 0.17578125, y: 1.44873046875, z: 1.41015625
time: 0.2305060000000001 x: 0.18505859375, y: 1.453125, z: 1.40576171875
time: 0.24619299999999988 x: 0.1796875, y: 1.45068359375, z: 1.4052734375
time: 0.26606600000000036 x: 0.17333984375, y: 1.447265625, z: 1.41748046875
time: 0.281606 x: 0.1728515625, y: 1.4453125, z: 1.41552734375
time: 0.3022410000000004 x: 0.15869140625, y: 1.44189453125, z: 1.43017578125
time: 0.31794600000000006 x: 0.1708984375, y: 1.4384765625, z: 1.41259765625
time: 0.33556700000000017 x: 0.1787109375, y: 1.43359375, z: 1.42333984375
time: 0.35188799999999976 x: 0.17724609375, y: 1.4296875, z: 1.412109375
time: 0.37192200000000053 x: 0.17529296875, y: 1.42529296875, z: 1.412109375
time: 0.3884179999999997 x: 0.1708984375, y: 1.43310546875, z: 1.41064453125
time: 0.4084669999999999 x: 0.1689453125, y: 1.4619140625, z: 1.41455078125
time: 0.4240630000000003 x: 0.18017578125, y: 1.45458984375, z: 1.423828125
time: 0.444083 x: 0.17431640625, y: 1.4619140625, z: 1.423828125
time: 0.45974300000000046 x: 0.17626953125, y: 1.46484375, z: 1.4189453125
time: 0.47491899999999987 x: 0.1845703125, y: 1.4375, z: 1.42724609375
time: 0.494459 x: 0.17333984375, y: 1.44384765625, z: 1.41015625
time: 0.5112990000000002 x: 0.18994140625, y: 1.4228515625, z: 1.4072265625
time: 0.5286410000000004 x: 0.18408203125, y: 1.40625, z: 1.41162109375
time: 0.5453660000000005 x: 0.17919921875, y: 1.40478515625, z: 1.41064453125
time: 0.5649249999999997 x: 0.158203125, y: 1.4462890625, z: 1.41796875
time: 0.5810849999999999 x: 0.16845703125, y: 1.45263671875, z: 1.40283203125
time: 0.6003490000000005 x: 0.177734375, y: 1.4716796875, z: 1.42333984375
time: 0.6178239999999997 x: 0.166015625, y: 1.4794921875, z: 1.4208984375
time: 0.6373959999999999 x: 0.16650390625, y: 1.4736328125, z: 1.40673828125
time: 0.6535510000000002 x: 0.17333984375, y: 1.46142578125, z: 1.4111328125
time: 0.6972060000000004 x: 0.16748046875, y: 1.43798828125, z: 1.42333984375
time: 0.7143740000000003 x: 0.177734375, y: 1.43798828125, z: 1.41064453125
time: 0.7332169999999998 x: 0.1640625, y: 1.45556640625, z: 1.42236328125
time: 0.7500390000000001 x: 0.17578125, y: 1.44580078125, z: 1.40771484375
time: 0.7694130000000001 x: 0.16845703125, y: 1.42919921875, z: 1.41552734375
time: 0.7855730000000003 x: 0.16650390625, y: 1.43408203125, z: 1.435546875
time: 0.8050880000000005 x: 0.1572265625, y: 1.4453125, z: 1.40478515625
time: 0.8221290000000003 x: 0.17919921875, y: 1.45263671875, z: 1.40771484375
time: 0.8411359999999997 x: 0.16650390625, y: 1.4482421875, z: 1.40673828125
time: 0.8574380000000001 x: 0.181640625, y: 1.45556640625, z: 1.41748046875
time: 0.8768940000000001 x: 0.16845703125, y: 1.45751953125, z: 1.4287109375
time: 0.8924560000000001 x: 0.173828125, y: 1.43359375, z: 1.42236328125
time: 0.9317640000000003 x: 0.16943359375, y: 1.4375, z: 1.41748046875
time: 0.9488599999999998 x: 0.18359375, y: 1.44287109375, z: 1.41943359375
time: 0.969589 x: 0.1728515625, y: 1.4462890625, z: 1.41015625
time: 0.9865659999999998 x: 0.173828125, y: 1.4482421875, z: 1.4208984375
time: 1.0053960000000002 x: 0.1748046875, y: 1.4404296875, z: 1.41943359375
time: 1.020848 x: 0.173828125, y: 1.44580078125, z: 1.4140625
time: 1.041423 x: 0.17431640625, y: 1.43408203125, z: 1.41455078125
time: 1.0574390000000005 x: 0.16796875, y: 1.453125, z: 1.41845703125
time: 1.0775060000000005 x: 0.17919921875, y: 1.44140625, z: 1.41748046875
time: 1.0934559999999998 x: 0.17041015625, y: 1.4384765625, z: 1.421875
time: 1.1132020000000002 x: 0.1748046875, y: 1.4384765625, z: 1.41796875
time: 1.1289620000000005 x: 0.17626953125, y: 1.4501953125, z: 1.41943359375
time: 1.148447 x: 0.17822265625, y: 1.44970703125, z: 1.4228515625
time: 1.1649630000000002 x: 0.17041015625, y: 1.43701171875, z: 1.412109375
time: 1.1854550000000001 x: 0.17822265625, y: 1.4365234375, z: 1.42626953125
time: 1.2016030000000004 x: 0.1806640625, y: 1.4375, z: 1.41748046875
time: 1.2217530000000005 x: 0.158203125, y: 1.43701171875, z: 1.41259765625
time: 1.2377859999999998 x: 0.18212890625, y: 1.4462890625, z: 1.43115234375
time: 1.2576140000000002 x: 0.169921875, y: 1.4443359375, z: 1.4150390625
time: 1.2738420000000001 x: 0.15966796875, y: 1.44921875, z: 1.41259765625
time: 1.2922950000000002 x: 0.17724609375, y: 1.4501953125, z: 1.41064453125
time: 1.308789 x: 0.1591796875, y: 1.46435546875, z: 1.4140625
time: 1.328564 x: 0.1689453125, y: 1.466796875, z: 1.42626953125
time: 1.3449369999999998 x: 0.16943359375, y: 1.4296875, z: 1.41357421875
time: 1.3609850000000003 x: 0.16162109375, y: 1.44873046875, z: 1.412109375
time: 1.3809870000000002 x: 0.17626953125, y: 1.4296875, z: 1.41748046875
time: 1.3970520000000004 x: 0.1865234375, y: 1.42333984375, z: 1.416015625
time: 1.4172390000000004 x: 0.1865234375, y: 1.42626953125, z: 1.42529296875
time: 1.433319 x: 0.1767578125, y: 1.43603515625, z: 1.4208984375
time: 1.4523710000000003 x: 0.18505859375, y: 1.45361328125, z: 1.41357421875
time: 1.4689760000000005 x: 0.18212890625, y: 1.46142578125, z: 1.416015625
time: 1.488385 x: 0.1708984375, y: 1.4619140625, z: 1.41015625
time: 1.5049850000000005 x: 0.17236328125, y: 1.455078125, z: 1.4189453125
time: 1.5462850000000001 x: 0.1787109375, y: 1.4296875, z: 1.39990234375
time: 1.5712039999999998 x: 0.1865234375, y: 1.44384765625, z: 1.421875
time: 1.5878990000000002 x: 0.1669921875, y: 1.455078125, z: 1.42236328125
time: 1.6075790000000003 x: 0.18310546875, y: 1.4462890625, z: 1.4228515625
time: 1.6238470000000005 x: 0.18896484375, y: 1.45703125, z: 1.4111328125
time: 1.643929 x: 0.1796875, y: 1.4443359375, z: 1.42431640625
time: 1.6596859999999998 x: 0.1669921875, y: 1.4375, z: 1.40234375
time: 1.6784689999999998 x: 0.177734375, y: 1.4375, z: 1.41650390625
time: 1.6950900000000004 x: 0.18115234375, y: 1.4404296875, z: 1.4306640625
time: 1.7142619999999997 x: 0.16357421875, y: 1.43896484375, z: 1.423828125
time: 1.730143 x: 0.17138671875, y: 1.44384765625, z: 1.40380859375
time: 1.7499200000000004 x: 0.18359375, y: 1.45556640625, z: 1.42041015625
time: 1.7662430000000002 x: 0.17236328125, y: 1.4462890625, z: 1.4287109375
time: 1.7857669999999999 x: 0.1748046875, y: 1.46533203125, z: 1.408203125
time: 1.8021970000000005 x: 0.1826171875, y: 1.4365234375, z: 1.41259765625
time: 1.8223190000000002 x: 0.1708984375, y: 1.4482421875, z: 1.40771484375
time: 1.8380960000000002 x: 0.1748046875, y: 1.44287109375, z: 1.4287109375
time: 1.8891800000000005 x: 0.15771484375, y: 1.44482421875, z: 1.41259765625
time: 1.9115859999999998 x: 0.17041015625, y: 1.45703125, z: 1.421875
time: 1.9276910000000003 x: 0.1796875, y: 1.4580078125, z: 1.41064453125
time: 1.9479319999999998 x: 0.16796875, y: 1.44287109375, z: 1.41162109375
time: 1.9645520000000003 x: 0.1669921875, y: 1.4453125, z: 1.4130859375
time: 1.9834550000000002 x: 0.1787109375, y: 1.44970703125, z: 1.41455078125
time: 1.9993280000000002 x: 0.1767578125, y: 1.435546875, z: 1.412109375
time: 2.0185060000000004 x: 0.17333984375, y: 1.44384765625, z: 1.41650390625
time: 2.034852 x: 0.15673828125, y: 1.44580078125, z: 1.41650390625
time: 0.006707000000000463 x: 0.2685546875, y: 1.58251953125, z: 1.427734375
time: 0.053566 x: 0.25830078125, y: 1.58447265625, z: 1.42138671875
time: 0.07407900000000023 x: 0.275390625, y: 1.5869140625, z: 1.43359375
time: 0.09475700000000042 x: 0.26220703125, y: 1.599609375, z: 1.4248046875
time: 0.11198200000000025 x: 0.271484375, y: 1.5810546875, z: 1.41748046875
time: 0.1307330000000002 x: 0.25390625, y: 1.578125, z: 1.4150390625
time: 0.14697300000000002 x: 0.25732421875, y: 1.58056640625, z: 1.42333984375
time: 0.16598300000000066 x: 0.27001953125, y: 1.58203125, z: 1.42529296875
time: 0.1827110000000003 x: 0.2734375, y: 1.58935546875, z: 1.4189453125
time: 0.1986940000000006 x: 0.27392578125, y: 1.58056640625, z: 1.42041015625
time: 0.21834800000000065 x: 0.26123046875, y: 1.58544921875, z: 1.4169921875
time: 0.23411400000000082 x: 0.26171875, y: 1.595703125, z: 1.421875
time: 0.253495 x: 0.26220703125, y: 1.59033203125, z: 1.4140625
time: 0.2702390000000001 x: 0.265625, y: 1.5791015625, z: 1.42041015625
time: 0.28921300000000016 x: 0.26708984375, y: 1.5771484375, z: 1.42236328125
time: 0.3061670000000003 x: 0.26708984375, y: 1.591796875, z: 1.41943359375
time: 0.32491800000000026 x: 0.2607421875, y: 1.58447265625, z: 1.43115234375
time: 0.34126100000000026 x: 0.26220703125, y: 1.5830078125, z: 1.4189453125
time: 0.3606210000000001 x: 0.25732421875, y: 1.5927734375, z: 1.40380859375
time: 0.3773630000000008 x: 0.26806640625, y: 1.5869140625, z: 1.42626953125
time: 0.3981670000000008 x: 0.263671875, y: 1.5771484375, z: 1.42822265625
time: 0.41412600000000044 x: 0.2724609375, y: 1.5810546875, z: 1.423828125
time: 0.43374000000000024 x: 0.26416015625, y: 1.58447265625, z: 1.4326171875
time: 0.44966300000000015 x: 0.27685546875, y: 1.591796875, z: 1.4111328125
time: 0.46907100000000046 x: 0.263671875, y: 1.57568359375, z: 1.427734375
time: 0.48549500000000023 x: 0.2470703125, y: 1.57958984375, z: 1.4375
time: 0.5059310000000004 x: 0.25830078125, y: 1.587890625, z: 1.42578125
time: 0.5217990000000006 x: 0.267578125, y: 1.59130859375, z: 1.42578125
time: 0.5414710000000005 x: 0.26171875, y: 1.5830078125, z: 1.4296875
time: 0.5574380000000003 x: 0.26318359375, y: 1.58154296875, z: 1.42578125
time: 0.5774600000000003 x: 0.275390625, y: 1.58935546875, z: 1.42431640625
time: 0.5933490000000008 x: 0.26806640625, y: 1.59375, z: 1.42724609375
time: 0.6128360000000006 x: 0.27294921875, y: 1.58203125, z: 1.43798828125
time: 0.6283400000000006 x: 0.2607421875, y: 1.5771484375, z: 1.42138671875
time: 0.6450040000000001 x: 0.25927734375, y: 1.58837890625, z: 1.41943359375
time: 0.6644050000000004 x: 0.2646484375, y: 1.59423828125, z: 1.41650390625
time: 0.6812120000000004 x: 0.27294921875, y: 1.60009765625, z: 1.42822265625
time: 0.7006350000000001 x: 0.2744140625, y: 1.5810546875, z: 1.42138671875
time: 0.7173430000000005 x: 0.25830078125, y: 1.5869140625, z: 1.41796875
time: 0.7366230000000007 x: 0.263671875, y: 1.58203125, z: 1.41796875
time: 0.755026 x: 0.26220703125, y: 1.587890625, z: 1.42529296875
time: 0.7705380000000002 x: 0.263671875, y: 1.591796875, z: 1.43017578125
time: 0.7899980000000006 x: 0.26611328125, y: 1.5830078125, z: 1.4248046875
time: 0.8069430000000004 x: 0.267578125, y: 1.5869140625, z: 1.4326171875
time: 0.8262430000000007 x: 0.2646484375, y: 1.59716796875, z: 1.4326171875
time: 0.8428910000000007 x: 0.267578125, y: 1.5810546875, z: 1.4326171875
time: 0.8623000000000003 x: 0.26513671875, y: 1.57861328125, z: 1.42431640625
time: 0.8780710000000003 x: 0.27490234375, y: 1.58251953125, z: 1.42529296875
time: 0.8940760000000001 x: 0.2646484375, y: 1.57861328125, z: 1.42724609375
time: 0.9138390000000003 x: 0.26318359375, y: 1.587890625, z: 1.421875
time: 0.9298230000000007 x: 0.25732421875, y: 1.58447265625, z: 1.41162109375
time: 0.9473200000000004 x: 0.2724609375, y: 1.5732421875, z: 1.4306640625
time: 0.9643690000000005 x: 0.2607421875, y: 1.5869140625, z: 1.4248046875
time: 0.9842020000000007 x: 0.26220703125, y: 1.5751953125, z: 1.41796875
time: 1.0013740000000002 x: 0.2646484375, y: 1.59716796875, z: 1.43212890625
time: 1.0413940000000004 x: 0.26123046875, y: 1.5859375, z: 1.42578125
time: 1.0585070000000005 x: 0.26904296875, y: 1.57763671875, z: 1.419921875
time: 1.0783360000000002 x: 0.26611328125, y: 1.57958984375, z: 1.41845703125
time: 1.0948030000000006 x: 0.25244140625, y: 1.576171875, z: 1.4267578125
time: 1.1154230000000007 x: 0.2763671875, y: 1.5849609375, z: 1.4169921875
time: 1.1367520000000004 x: 0.27490234375, y: 1.5869140625, z: 1.431640625
time: 1.15247 x: 0.2587890625, y: 1.5908203125, z: 1.42333984375
time: 1.1715730000000004 x: 0.26611328125, y: 1.58203125, z: 1.4150390625
time: 1.187087 x: 0.2578125, y: 1.58349609375, z: 1.439453125
time: 1.2027550000000007 x: 0.265625, y: 1.578125, z: 1.4287109375
time: 1.2202990000000007 x: 0.267578125, y: 1.5791015625, z: 1.41455078125
time: 1.237044 x: 0.2724609375, y: 1.580078125, z: 1.42236328125
time: 1.2569720000000002 x: 0.25048828125, y: 1.56396484375, z: 1.4140625
time: 1.2744650000000002 x: 0.283203125, y: 1.57861328125, z: 1.41357421875
time: 1.2932810000000003 x: 0.26025390625, y: 1.5849609375, z: 1.427734375
time: 1.3097180000000002 x: 0.27685546875, y: 1.58642578125, z: 1.41162109375
time: 1.3290790000000001 x: 0.27001953125, y: 1.57568359375, z: 1.423828125
time: 1.345345 x: 0.2724609375, y: 1.5830078125, z: 1.423828125
time: 1.3613870000000006 x: 0.2783203125, y: 1.58154296875, z: 1.42333984375
time: 1.4020280000000005 x: 0.26123046875, y: 1.59033203125, z: 1.42041015625
time: 1.4231740000000004 x: 0.275390625, y: 1.58984375, z: 1.42626953125
time: 1.4405640000000002 x: 0.2724609375, y: 1.58740234375, z: 1.4189453125
time: 1.4606940000000002 x: 0.26220703125, y: 1.57373046875, z: 1.42529296875
time: 1.4764950000000008 x: 0.26416015625, y: 1.57666015625, z: 1.43408203125
time: 1.4962750000000007 x: 0.2685546875, y: 1.59375, z: 1.427734375
time: 1.5127770000000007 x: 0.2626953125, y: 1.5869140625, z: 1.40576171875
time: 1.5318230000000002 x: 0.2666015625, y: 1.5849609375, z: 1.4228515625
time: 1.5473810000000006 x: 0.26220703125, y: 1.5830078125, z: 1.42626953125
time: 1.5623950000000004 x: 0.2744140625, y: 1.5888671875, z: 1.419921875
time: 1.5820920000000003 x: 0.25341796875, y: 1.57470703125, z: 1.42578125
time: 1.5986830000000003 x: 0.26513671875, y: 1.58349609375, z: 1.4365234375
time: 1.618513 x: 0.265625, y: 1.57958984375, z: 1.41357421875
time: 1.635027 x: 0.2646484375, y: 1.583984375, z: 1.42236328125
time: 1.6541740000000003 x: 0.26611328125, y: 1.5693359375, z: 1.42724609375
time: 1.669562 x: 0.2548828125, y: 1.58154296875, z: 1.42431640625
time: 1.6853750000000005 x: 0.263671875, y: 1.57373046875, z: 1.42138671875
time: 1.7040890000000006 x: 0.27001953125, y: 1.5908203125, z: 1.4169921875
time: 1.7204690000000005 x: 0.27099609375, y: 1.5859375, z: 1.423828125
time: 1.7410570000000005 x: 0.267578125, y: 1.58154296875, z: 1.42626953125
time: 1.7574590000000008 x: 0.25830078125, y: 1.5908203125, z: 1.42626953125
time: 1.7735100000000008 x: 0.265625, y: 1.587890625, z: 1.42529296875
